,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37
PERISIC,9.5,10.0,9.5,5.5,6.0,5.5,7.0,5.5,8.0,9.5,6.0,6.0,7.0,17.5,5.0,5.0,5.5,5.5,5.5,5.5,5.0,4.5,5.0,0.0,5.0,5.0,5.0,10.0,12.5,4.5,6.0,10.0,10.0,6.5,6.5,7.0,4.0,11.0
ICARDI,14.0,10.0,5.0,9.5,5.5,6.0,17.0,5.0,14.0,5.5,7.0,13.5,13.5,10.0,5.0,9.5,1.5,5.5,9.5,6.0,5.0,0.0,0.0,0.0,0.0,4.5,6.0,21.0,13.5,5.5,5.5,10.0,9.5,10.0,10.0,4.0,9.5,13.5
EDER,0.0,0.0,0.0,6.0,6.0,0.0,-0.5,0.0,-0.5,0.0,9.5,0.0,0.0,6.0,0.0,6.0,5.5,0.0,0.0,6.0,5.5,9.0,9.5,5.0,5.5,0.0,5.5,6.0,6.0,0.0,6.5,0.0,0.0,0.0,0.0,5.5,6.5,0.0
SPALLETTI,7.0,7.0,6.5,6.0,6.0,6.5,7.0,6.5,6.5,6.5,6.0,7.5,6.5,7.5,6.0,4.5,4.5,5.5,5.5,6.5,5.0,5.0,6.0,4.5,6.0,6.0,6.5,8.0,7.0,6.0,5.5,6.5,6.5,4.5,7.0,4.5,7.0,7.5
BUFFON,4.0,0.0,5.0,0.0,7.0,3.0,3.5,5.0,0.0,7.5,0.0,0.0,7.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.5,0.0,7.0,7.0,0.0,7.0,5.0,0.0,7.0,0.0,5.0,4.0,4.5,0.0,7.0,11.0
LICHTSTEINER,5.5,6.0,5.0,0.0,6.5,5.0,5.5,6.0,5.5,6.0,0.0,5.0,5.5,0.0,0.0,0.0,0.0,7.5,0.0,6.5,6.0,0.0,4.5,0.0,6.0,5.0,0.0,0.0,5.5,6.0,0.0,5.0,5.5,0.0,6.0,0.0,3.0,7.0
RUGANI,5.0,6.5,6.0,6.0,0.0,0.0,0.0,10.5,5.5,6.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.5,0.0,6.5,6.0,6.5,0.0,5.5,6.5,6.0,0.0,6.0,5.0,6.0,9.5,6.5
CHIELLINI,6.0,0.0,6.0,0.0,6.5,5.5,5.5,5.5,0.0,6.5,6.5,5.5,0.0,6.0,7.0,0.0,6.0,6.5,6.5,6.0,0.0,6.0,7.5,6.5,7.0,0.0,5.5,6.5,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
ALEX SANDRO,5.0,0.0,5.5,0.0,10.0,0.0,0.0,7.0,6.0,6.0,7.5,0.0,6.0,0.0,0.0,6.5,5.0,6.0,6.0,5.5,0.0,11.0,5.5,10.0,5.0,5.5,0.0,5.0,0.0,5.5,0.0,9.5,0.0,5.5,6.5,6.0,6.0,7.0
MARCHISIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,0.0,0.0,6.5,0.0,0.0,5.5,0.0,6.0,0.0,0.0,6.5,0.0,6.0,6.0
KHEDIRA,5.5,0.0,0.0,0.0,0.0,0.0,6.0,17.5,6.0,6.0,0.0,4.0,0.0,5.5,5.5,6.0,6.0,7.0,6.5,5.5,10.0,14.5,5.5,5.5,0.0,6.0,6.0,0.0,11.0,6.0,10.0,0.0,5.5,6.0,10.0,0.0,0.0,6.0
PJANIC,4.5,8.0,6.0,6.0,12.5,0.0,0.0,10.0,6.0,6.5,0.0,5.0,6.5,6.5,6.5,11.5,7.0,0.0,5.5,5.5,7.0,11.0,6.5,6.5,6.0,6.0,0.0,5.0,7.0,6.5,6.0,0.0,6.0,5.0,0.0,5.0,10.0,7.5
CUADRADO,9.5,0.0,7.0,8.0,7.5,6.0,0.0,7.0,10.0,6.5,9.5,5.0,0.0,0.0,7.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,6.5,6.0,5.5,7.0,6.0,0.0,0.0,6.0
DOUGLAS COSTA,0.0,5.5,6.0,0.0,6.5,6.0,9.0,6.0,9.0,0.0,6.5,6.5,7.0,7.0,0.0,6.5,0.0,0.0,7.5,10.0,8.0,0.0,6.0,6.0,8.0,6.0,6.5,5.5,7.0,10.0,10.5,8.0,5.5,9.5,9.5,6.0,6.5,6.0
DYBALA,17.5,10.5,18.0,5.5,13.5,2.0,2.0,7.0,10.0,8.0,5.0,9.5,5.5,7.5,6.0,6.0,0.0,13.5,6.5,0.0,0.0,0.0,0.0,5.5,6.0,10.0,13.5,5.5,11.5,17.0,5.5,5.0,4.5,7.5,10.0,6.0,6.5,10.5
MANDZUKIC,7.0,5.5,7.0,10.0,6.5,5.5,5.0,3.5,0.0,6.5,5.5,5.0,10.0,0.0,5.0,10.0,6.0,5.5,6.0,7.5,5.5,6.0,5.5,0.0,5.5,5.0,6.0,5.5,0.0,4.5,10.0,0.0,6.0,4.5,0.0,5.5,6.0,10.0
HIGUAIN,7.5,9.5,5.5,5.0,0.0,9.5,5.0,6.5,10.0,14.0,9.5,9.0,0.0,10.0,4.5,6.0,5.0,6.5,5.5,5.5,9.0,17.0,10.0,0.0,11.5,0.0,4.5,5.0,5.5,6.5,0.0,5.5,5.0,9.5,5.5,5.0,6.0,10.0
MATUIDI,6.5,6.0,6.0,6.5,6.5,6.5,6.0,0.0,0.0,0.0,7.5,0.0,5.0,5.5,6.0,10.0,6.5,9.5,5.5,5.5,0.0,6.0,0.0,0.0,10.0,5.5,6.0,5.5,5.5,6.0,6.5,6.5,6.0,5.5,5.5,6.0,0.0,6.0
ALLEGRI,7.0,7.0,6.5,6.5,7.5,6.0,5.0,7.0,7.0,7.0,6.5,5.0,6.5,8.0,5.5,7.5,6.5,7.0,6.5,6.5,5.5,7.5,6.5,7.0,6.0,6.0,7.0,5.5,7.0,6.5,7.0,5.5,4.5,5.5,6.0,6.5,6.5,7.0
STRAKOSHA,6.0,5.0,4.5,2.5,8.0,5.5,9.5,7.5,5.5,5.5,7.5,4.5,6.0,5.0,3.0,4.0,7.0,8.0,4.5,5.0,4.5,4.0,2.0,7.0,7.5,5.0,4.0,4.5,3.0,5.0,7.5,3.0,7.0,6.5,6.0,3.5,1.5,7.0
WALLACE,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.5,6.0,0.0,5.5,5.5,0.0,0.0,2.0,6.0,6.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,5.5
DE VRIJ,6.0,6.5,5.0,10.0,0.0,8.5,6.5,6.5,6.5,6.0,6.5,6.0,10.0,5.5,6.0,6.5,6.5,7.0,6.5,6.5,6.0,5.0,8.5,6.0,0.0,6.5,6.0,6.0,10.0,6.5,6.5,6.0,10.0,6.5,6.0,7.5,5.0,6.0
RADU,5.5,7.0,5.5,4.5,6.0,6.5,6.5,6.0,5.5,6.0,6.0,6.0,5.5,6.0,5.0,5.5,0.0,5.0,6.5,0.0,4.5,6.0,5.0,6.5,6.0,6.0,5.0,0.0,0.0,0.0,4.0,0.0,7.5,6.0,0.0,4.5,6.0,6.0
BASTA,6.0,7.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,6.0,0.0,6.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.5
MARUSIC,0.0,0.0,6.0,5.0,10.0,6.5,6.0,7.5,6.5,9.5,0.0,6.0,6.0,6.5,6.0,5.0,6.0,6.0,0.0,8.0,8.5,5.5,5.5,6.0,4.0,0.0,0.0,5.5,6.0,6.0,5.0,9.0,6.5,6.0,5.5,0.0,6.0,6.0
PAROLO,7.0,6.5,0.0,5.0,5.5,14.0,6.5,6.5,6.5,9.5,6.5,6.0,5.0,6.5,5.5,6.5,7.5,6.5,5.5,7.5,5.0,9.5,5.5,6.0,6.0,5.0,5.0,6.0,5.5,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,5.5
LUIS ALBERTO,7.0,10.5,5.5,6.0,6.5,15.0,8.0,7.5,8.0,6.5,6.0,4.5,8.0,6.0,10.0,10.0,6.5,6.0,11.5,10.0,5.5,5.0,5.0,8.0,0.0,5.0,6.5,6.5,12.5,10.0,6.0,14.5,0.0,3.5,7.5,0.0,0.0,4.5
MILINKOVIC-SAVIC,10.5,7.0,6.5,6.0,0.0,6.5,6.5,6.0,10.0,7.5,7.0,5.0,5.5,10.5,6.0,13.5,6.0,5.5,7.5,14.0,6.0,0.0,5.5,6.5,14.0,5.5,6.0,0.0,6.0,6.0,5.5,6.0,11.5,9.5,5.5,9.5,6.0,6.0
LULIC,5.5,8.0,6.0,5.5,6.0,6.5,6.0,6.5,8.5,6.0,7.5,5.0,6.0,5.5,5.5,5.5,11.5,5.5,6.0,5.5,4.0,0.0,5.0,6.0,6.0,5.0,5.0,0.0,0.0,5.5,5.5,6.0,6.5,6.5,6.0,10.0,5.5,6.0
CAICEDO,6.0,0.0,6.0,0.0,6.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,4.0,10.0,5.5,6.5,0.0,0.0,0.0,0.0,5.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,5.5,10.0,5.0,0.0,0.0
PALOMBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
LUKAKU,6.5,6.5,8.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
IMMOBILE,10.0,19.0,13.5,7.5,15.0,8.5,13.5,13.5,2.0,13.0,0.0,8.5,5.0,5.0,3.5,0.0,11.5,5.5,21.0,6.0,0.0,5.0,7.0,13.5,9.5,5.5,9.5,5.0,13.5,11.5,5.0,6.5,13.0,6.0,0.0,0.0,6.0,5.5
INZAGHI S,7.0,8.0,7.0,6.0,7.5,8.0,7.5,7.0,7.0,8.0,7.0,6.0,5.0,7.0,6.0,5.5,7.0,6.5,7.0,7.0,6.0,5.0,5.0,7.0,7.0,6.0,5.5,5.5,7.5,6.5,6.0,6.0,7.0,6.5,6.0,6.5,5.5,5.5
DONNARUMMA G,5.5,1.5,5.0,7.0,3.5,3.5,3.0,7.0,5.5,4.0,7.5,4.5,7.5,4.0,5.5,2.5,3.5,6.0,7.5,4.5,5.0,2.5,7.0,7.0,7.5,7.0,7.0,4.0,3.0,5.0,8.0,5.5,5.0,5.5,5.0,4.0,5.0,7.0
CONTI,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
ABATE,0.0,0.0,0.0,6.5,5.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,4.5,6.0,0.0,5.0,0.0,0.0,0.0,5.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,10.0,4.0,0.0,6.0
BONUCCI,6.0,4.0,6.0,6.5,4.5,5.5,4.5,3.0,0.0,0.0,6.0,5.0,6.5,6.5,6.0,5.0,5.5,5.0,10.0,6.5,6.5,5.0,6.0,6.5,6.5,6.5,6.0,5.5,9.5,5.0,0.0,6.5,5.5,5.5,6.5,6.0,6.0,5.5
MUSACCHIO,6.0,4.5,6.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,0.0,5.5,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.5,0.0,0.0,0.0,5.0,0.0,0.0,6.5
RODRIGUEZ R,5.5,5.0,6.5,10.0,5.5,6.0,4.5,6.0,6.5,5.0,0.0,0.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,3.5,0.0,0.0,6.0,2.5,6.5,5.0,6.0,5.5,4.5,6.0,6.0,6.0,5.5,5.0,6.0,6.5,5.5,6.5
KESSIE',4.5,5.0,7.0,10.0,4.5,5.0,5.5,6.5,7.0,4.5,7.0,5.5,5.5,6.0,6.5,5.5,4.5,5.5,6.5,13.5,6.5,6.5,5.0,0.0,6.5,5.5,6.0,2.0,6.0,5.0,5.5,5.0,4.5,6.5,6.5,10.0,6.0,10.0
LOCATELLI M,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,5.5,6.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,6.5,6.0,6.5,6.0
MAURI J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALHANOGLU,5.0,6.5,6.5,5.5,5.5,4.0,0.0,6.0,9.0,5.0,6.5,0.0,5.0,0.0,0.0,0.0,5.5,10.0,6.0,6.5,8.0,6.0,6.0,7.0,6.0,6.5,6.5,9.5,7.5,6.0,5.5,0.0,0.0,10.0,10.0,5.0,12.5,6.5
SUSO,11.5,4.5,5.5,6.0,5.5,0.0,10.0,7.0,12.0,5.5,10.0,6.0,6.5,5.0,6.5,3.5,0.0,6.5,6.5,5.5,6.5,10.0,7.0,6.5,7.5,5.0,8.0,6.5,6.0,6.0,5.5,5.5,5.5,5.0,9.0,5.0,0.0,11.5
CUTRONE,9.5,5.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.5,4.5,5.0,5.5,0.0,10.0,0.0,13.5,6.0,10.0,5.5,6.5,9.5,0.0,5.5,0.0,5.5,5.0,7.0,10.0,0.0,14.0,11.0
ANDRE' SILVA,0.0,0.0,0.0,5.5,0.0,6.0,5.5,0.0,0.0,5.5,0.0,5.5,5.5,0.0,5.5,5.0,0.0,5.5,0.0,0.0,5.5,5.0,6.0,6.0,0.0,0.0,10.0,10.0,5.0,6.0,5.5,6.0,4.5,0.0,0.0,0.0,6.0,6.5
BORINI,5.5,5.0,0.0,0.0,0.0,6.5,6.5,6.5,6.0,6.0,5.5,5.0,0.0,5.0,7.5,4.0,6.0,5.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,6.0,5.5,6.0,9.5,-0.5,0.0,6.5
MONTELLA,6.0,4.0,6.5,7.0,5.0,5.0,5.5,6.5,7.0,5.0,6.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
REINA,5.0,8.0,7.0,4.0,3.0,7.0,8.0,7.5,4.0,5.0,0.0,4.5,7.0,6.0,7.0,4.5,3.5,7.5,7.0,8.0,5.5,7.0,5.0,7.0,7.5,1.5,7.0,7.0,5.0,5.0,7.5,4.0,7.0,3.0,4.0,7.0,4.5,5.5
HYSAJ,0.0,6.0,6.5,0.0,6.0,6.5,6.0,6.5,6.0,0.0,6.0,6.5,6.0,6.0,5.5,6.5,4.5,6.0,6.0,6.0,6.0,6.0,6.5,6.0,7.5,5.5,6.0,6.5,6.0,5.5,5.5,5.5,6.0,4.5,5.5,6.0,6.0,4.0
CHIRICHES,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,6.0
KOULIBALY,5.5,7.0,6.5,10.0,6.0,10.5,7.0,6.0,6.5,0.0,5.5,7.0,6.5,5.5,6.5,10.5,6.5,6.5,10.0,6.5,5.5,6.0,6.0,6.5,5.5,6.0,6.5,5.5,5.0,5.0,5.5,0.0,10.5,3.0,0.0,7.0,6.5,6.0
GHOULAM,6.5,7.0,9.5,6.5,11.5,6.5,6.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
ZIELINSKI,10.0,10.0,0.0,6.5,6.0,0.0,6.0,6.0,6.5,5.5,4.5,10.0,6.0,6.0,5.0,10.0,6.0,6.0,6.0,6.0,6.5,6.0,8.5,6.5,6.0,5.0,6.0,5.0,5.5,6.5,6.5,6.5,6.0,5.5,5.5,6.0,6.5,6.0
DIAWARA,6.5,6.0,0.0,0.0,5.5,0.0,6.0,0.0,7.5,0.0,0.0,0.0,6.0,0.0,-0.5,6.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,6.5
HAMSIK,5.0,5.0,6.5,7.5,6.0,10.0,6.0,6.5,5.5,6.5,6.0,6.0,5.0,5.5,6.0,10.0,10.0,10.0,6.0,6.0,5.5,10.0,5.5,6.0,10.0,5.5,5.5,6.0,6.0,6.0,5.5,5.5,6.0,4.5,10.0,5.5,6.0,6.0
ALLAN,7.0,6.5,10.0,6.0,6.0,6.5,6.5,6.0,0.0,10.0,6.0,5.5,6.0,6.0,6.5,7.5,10.5,8.0,6.5,7.0,6.0,6.5,6.5,10.0,8.5,5.5,5.0,5.5,5.5,5.5,6.0,6.0,6.0,7.0,6.0,7.5,6.5,6.0
CALLEJON,6.0,11.5,10.0,10.0,11.0,6.5,5.5,6.0,6.0,10.0,5.0,5.5,6.0,5.0,4.5,6.0,6.5,6.5,10.0,6.5,6.0,7.5,11.5,7.5,10.0,6.0,5.0,6.5,9.5,5.0,5.5,8.5,7.5,4.5,7.0,5.0,10.0,6.5
GIACCHERINI,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,10.0,0.0,9.5,5.5,5.5,7.5,6.0,0.0,5.5,6.0,0.0,5.5,9.5,6.0,5.5
MILIK,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.5,10.0,5.0,10.0,5.5,4.5,5.0,9.5,10.0,10.0
MERTENS,11.5,10.0,17.0,10.0,5.5,11.5,6.5,5.5,14.0,10.0,5.0,8.0,5.0,4.5,5.5,7.5,8.5,5.5,5.5,10.0,13.5,10.0,10.0,6.0,10.0,8.5,5.5,6.0,5.0,1.5,5.0,6.0,5.5,5.0,9.5,5.5,6.0,6.5
INSIGNE,8.0,7.5,11.5,6.5,9.5,6.0,10.0,5.5,6.5,6.5,6.0,10.0,5.0,5.5,0.0,6.5,10.0,6.0,7.5,6.0,6.5,6.5,7.0,6.5,11.5,11.0,4.5,6.0,4.5,7.0,6.5,10.0,6.5,4.5,5.0,5.5,9.0,8.5
SARRI,7.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.5,7.0,6.0,5.5,5.0,7.0,7.0,6.5,6.5,7.0,6.5,7.0,6.5,7.0,7.0,6.0,6.0,6.5,5.5,6.0,5.5,6.5,7.0,5.0,5.0,7.0,7.0,7.0
ALISSON,3.0,6.0,7.0,7.0,5.0,7.5,5.0,6.5,7.0,7.0,4.5,5.0,5.0,8.5,7.0,7.0,6.0,5.0,4.0,6.5,6.5,7.0,4.0,8.0,4.5,5.5,8.0,7.5,5.0,4.0,7.0,5.0,7.5,9.0,8.0,7.0,0.0,7.0
BRUNO PERES,0.0,0.0,0.0,6.5,6.0,5.5,5.5,0.0,0.0,5.5,0.0,6.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,6.0,0.0,5.5,5.5,0.0,6.0,6.0,5.5,0.0,0.0,6.0
FAZIO,4.5,6.0,6.0,7.0,6.5,7.0,6.0,0.0,6.5,6.5,6.0,6.0,5.0,0.0,6.5,10.0,5.0,5.5,4.5,5.5,0.0,7.0,10.0,6.5,5.5,6.5,0.0,6.0,6.0,6.0,6.5,6.0,6.0,6.5,6.5,6.5,5.0,0.0
MANOLAS,5.0,6.5,6.5,0.0,6.0,6.5,6.0,0.0,0.0,0.0,10.0,5.5,0.0,5.5,0.0,6.0,6.0,6.5,6.0,6.5,5.5,6.0,5.0,6.5,5.5,6.5,10.0,0.0,6.0,5.0,6.0,5.5,6.5,6.0,0.0,0.0,6.5,5.5
JUAN JESUS,3.5,0.0,0.0,6.0,0.0,0.0,5.0,6.5,0.0,6.0,0.0,0.0,5.5,6.0,6.0,0.0,0.0,5.0,0.0,5.5,5.0,0.0,0.0,6.0,0.0,0.0,6.5,6.0,0.0,6.0,5.0,6.0,0.0,3.5,0.0,6.0,0.0,6.5
KOLAROV,6.0,5.0,8.0,8.5,6.0,6.5,6.5,10.5,7.0,0.0,5.0,6.5,6.5,8.0,7.0,6.5,4.5,6.0,6.5,6.0,4.5,6.0,7.5,0.0,5.0,6.0,6.5,8.0,6.5,6.0,6.0,8.0,0.0,7.0,6.0,5.5,6.5,10.0
STROOTMAN,5.5,4.5,0.0,6.5,7.0,5.5,0.0,5.5,0.0,5.5,6.0,5.5,5.0,10.0,6.0,0.0,5.5,0.0,5.0,6.0,5.5,6.0,6.0,6.0,6.0,5.5,6.5,6.0,4.5,5.5,6.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0
DE ROSSI,5.5,0.0,5.5,0.0,6.5,6.0,4.5,6.5,0.0,6.0,0.0,6.5,3.0,0.0,0.0,6.0,5.0,5.5,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.5,9.5,0.0,5.0,0.0,5.0,0.0,0.0,6.5,6.0,6.0,0.0,6.0
NAINGGOLAN,7.5,5.5,10.0,0.0,7.5,6.5,5.0,6.5,5.5,0.0,8.0,10.0,5.0,0.0,5.5,6.0,6.0,6.0,0.0,6.5,5.0,6.0,0.0,7.5,5.0,7.5,9.0,10.0,6.0,5.0,6.5,0.0,10.0,9.0,6.5,4.0,0.0,6.0
DEFREL,6.0,5.0,0.0,0.0,5.5,0.0,0.0,0.0,6.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,9.5,0.0,5.5,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
EL SHAARAWY,5.5,0.0,7.5,5.5,13.5,5.0,0.0,6.0,0.0,10.0,7.0,6.0,9.5,9.0,5.0,6.0,5.0,5.5,7.5,10.0,5.5,6.0,5.5,5.5,0.0,0.0,5.0,10.0,5.0,5.0,6.0,5.0,6.0,10.0,0.0,5.5,6.0,5.5
DZEKO,10.0,9.5,13.5,14.0,11.5,9.5,5.5,5.5,5.5,6.0,7.0,6.0,5.0,10.5,5.5,5.0,5.0,6.5,10.0,5.5,5.0,6.0,10.0,5.5,5.5,13.5,0.0,5.5,10.0,5.5,6.5,6.0,0.0,14.0,7.5,5.5,5.0,5.0
PEROTTI,7.0,0.0,0.0,8.0,3.5,0.0,5.5,0.0,10.0,6.0,10.0,11.0,5.0,0.0,6.0,2.0,6.0,6.0,5.0,0.0,6.0,0.0,7.5,9.5,5.5,9.5,0.0,0.0,7.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.5,6.0
PELLEGRINI,0.0,6.5,6.5,6.0,0.0,6.5,5.5,6.0,6.0,7.0,5.5,0.0,0.0,10.0,0.0,5.0,5.5,10.0,5.5,5.0,6.0,3.5,0.0,5.5,5.5,0.0,9.5,6.0,0.0,0.0,0.0,6.0,8.0,6.0,0.0,6.0,5.5,0.0
DI FRANCESCO,6.0,6.0,7.0,7.0,7.5,7.0,5.5,6.5,6.0,7.0,7.0,7.0,6.0,7.0,5.5,6.0,5.5,5.0,5.0,6.5,5.0,6.5,7.0,6.5,4.5,7.0,6.5,7.0,6.0,5.0,6.0,6.0,7.0,7.5,6.5,6.5,6.5,6.0
PUGGIONI,5.0,0.0,4.0,7.5,7.0,1.0,5.5,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,4.0,0.0,5.5,4.0,4.5,1.5,4.5,3.0,8.0,0.0,4.0,8.0,4.0,5.5
SALA,6.0,0.0,5.0,0.0,0.0,0.0,0.0,6.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,5.5,6.0,4.5,0.0,0.0,6.0,5.5,0.0,0.0,5.5
SILVESTRE,6.0,6.0,5.0,7.0,7.0,5.5,5.5,6.5,4.5,6.0,7.0,6.5,5.0,6.0,5.0,5.5,5.0,6.5,5.5,6.5,7.0,6.0,6.5,6.0,7.5,0.0,4.5,4.0,6.0,7.0,5.0,6.0,0.0,6.5,6.0,0.0,0.0,6.5
REGINI,6.0,0.0,5.5,6.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.5,5.5,4.5,0.0,0.0,0.0,0.0,5.5,6.5,6.5
PAVLOVIC,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.5,5.5,6.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
BARRETO E,0.0,0.0,5.5,0.0,6.5,3.0,0.0,0.0,5.0,6.0,6.0,6.0,5.0,5.5,6.0,5.0,5.5,5.0,5.5,0.0,6.5,5.5,10.0,6.0,6.0,0.0,6.0,4.0,0.0,0.0,5.5,0.0,5.5,6.0,5.5,0.0,0.0,5.5
TORREIRA,6.0,6.5,6.5,6.5,7.0,5.0,6.5,7.5,6.0,14.0,7.0,10.5,5.0,6.5,6.0,6.0,4.5,6.5,5.0,6.0,6.0,10.0,6.5,5.5,6.5,0.0,5.5,5.0,5.5,6.5,5.5,5.5,4.5,6.5,5.5,5.5,0.0,7.0
PRAET,5.5,6.0,6.0,6.0,6.5,5.5,7.0,8.0,7.5,5.5,7.0,5.5,0.0,6.0,5.5,6.0,5.5,6.5,6.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.5,6.0,6.5,6.0,5.5,5.0,10.0,6.0,5.0,5.0,6.5
