,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37
MARUSIC,8.5,5.0,5.5,5.5,0.0,5.5,6.0,5.5,6.0,5.0,5.5,7.5,5.5,5.0,6.0,6.0,6.0,7.5,10.0,5.5,6.0,5.0,5.5,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
IMMOBILE,10.0,4.0,0.0,10.0,9.0,0.0,11.5,9.0,10.0,5.5,10.0,11.0,6.5,9.5,10.0,6.0,10.0,10.0,8.0,10.0,5.0,5.5,1.5,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
CAICEDO,6.0,0.0,5.0,0.0,9.5,10.0,5.5,5.5,5.5,9.0,0.0,6.0,0.0,6.0,10.0,10.0,5.5,6.0,0.0,0.0,5.5,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
INZAGHI S,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
DONNARUMMA G.,7.0,7.0,5.0,0.0,4.5,4.5,5.5,7.5,5.5,4.0,4.5,5.5,7.5,8.0,3.5,7.0,7.5,3.0,6.0,7.0,4.5,3.0,5.5,4.0,7.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
CALABRIA,6.5,6.5,6.0,6.5,6.0,3.0,6.0,6.5,6.5,5.0,10.0,5.5,5.5,6.0,10.0,6.0,8.0,5.0,6.5,6.0,0.0,4.5,6.5,5.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
GABBIA,6.0,6.0,0.0,0.0,0.0,5.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
KJAER,7.0,6.0,5.0,6.5,6.0,5.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,7.0,5.5,6.5,6.5,6.0,0.0,0.0,6.0,4.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
DUARTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
HERNANDEZ T.,6.0,10.0,5.5,5.0,6.0,5.5,8.0,6.5,6.5,13.5,0.0,8.0,10.0,0.0,4.5,6.5,0.0,4.5,5.5,8.0,5.5,5.5,6.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
BENNACER,6.0,6.0,6.0,5.0,5.5,5.0,6.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
KRUNIC,0.0,5.5,6.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.5,5.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,6.0,0.0,10.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
KESSIE',10.0,7.5,6.0,6.0,10.0,7.0,6.0,7.5,9.5,6.0,6.0,6.0,0.0,10.0,6.0,10.0,7.0,4.5,10.0,6.0,5.5,5.5,10.0,9.5,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
TONALI,6.0,5.5,0.0,0.0,6.0,0.0,0.0,6.0,6.5,6.0,5.5,6.0,5.5,3.0,0.0,5.5,6.0,4.5,6.0,0.0,0.0,5.5,6.0,6.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
CASTILLEJO,5.5,0.0,6.0,5.5,0.0,0.0,5.5,0.0,10.0,5.5,5.5,0.0,5.5,6.0,5.5,6.0,6.5,5.5,0.0,6.0,0.0,6.0,0.0,6.5,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
SAELEMAEKERS,6.5,6.5,6.5,10.0,6.0,6.0,6.0,7.0,5.0,0.0,5.5,10.0,5.5,0.0,0.0,0.0,3.5,0.0,6.0,5.0,5.0,5.0,7.0,6.0,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
CALHANOGLU,6.5,7.5,6.0,6.5,6.0,5.5,6.5,6.5,6.0,8.0,7.5,7.5,13.0,5.5,6.5,6.0,0.0,0.0,0.0,9.0,5.0,5.0,6.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
DIAZ B.,10.0,6.5,0.0,0.0,6.5,7.5,0.0,5.5,5.0,6.0,6.0,6.5,0.0,6.0,6.0,7.5,6.5,5.5,0.0,0.0,0.0,0.0,5.5,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
REBIC,6.0,0.0,0.0,0.0,6.5,6.0,7.0,5.5,7.0,5.5,5.5,0.0,9.5,7.5,0.0,0.0,0.0,5.5,9.5,13.5,0.0,5.5,10.0,4.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
IBRAHIMOVIC,0.0,0.0,10.0,12.5,11.5,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,5.0,2.0,13.5,5.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5
PIOLI,6.5,7.0,6.0,6.0,6.5,6.0,8.0,7.5,7.0,6.0,6.0,7.5,6.5,6.5,6.0,6.5,7.0,4.5,6.5,7.5,5.0,4.5,7.0,5.5,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
OSPINA,0.0,0.0,6.5,0.0,3.5,7.5,0.0,0.0,7.5,0.0,3.5,4.0,0.0,5.0,4.0,0.0,7.5,0.0,7.0,4.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
DI LORENZO,6.5,0.0,6.5,6.0,4.5,5.5,4.5,6.0,5.5,5.0,5.5,5.0,5.0,7.0,6.5,5.5,0.0,4.5,6.0,6.0,5.5,4.5,6.0,10.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
KOULIBALY,6.5,0.0,6.5,6.0,6.5,7.0,5.0,6.5,5.5,6.0,6.5,5.5,0.0,0.0,0.0,0.0,6.5,5.0,6.0,0.0,0.0,5.5,4.5,0.0,6.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
MANOLAS,6.5,0.0,6.5,5.5,4.5,6.5,5.5,7.0,6.0,6.5,6.0,6.0,6.0,6.0,5.5,6.0,6.0,0.0,6.0,5.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
HYSAJ,6.5,0.0,6.5,0.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
RUIZ,6.0,0.0,7.0,5.5,5.5,6.5,5.5,10.0,0.0,5.0,6.0,5.0,5.5,6.5,5.0,5.5,0.0,0.0,0.0,0.0,6.0,5.5,6.5,5.5,6.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
ELMAS,10.0,0.0,0.0,0.0,5.5,0.0,0.0,6.0,6.0,0.0,0.0,5.5,5.0,6.0,5.5,6.0,6.0,0.0,9.5,5.5,5.5,5.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEMME,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,10.0,5.5,6.0,0.0,5.5,0.0,0.0,0.0,10.0,7.0,5.5,5.5,0.0,0.0,0.0,6.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
OSIMHEN,7.0,0.0,10.5,5.5,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,5.5,5.5,5.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
ZIELINSKI,11.0,0.0,0.0,0.0,5.5,5.5,6.0,6.5,6.5,6.0,6.5,6.0,7.5,13.5,6.0,6.5,10.0,5.5,5.5,6.0,6.0,10.0,6.0,9.5,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
LOBOTKA,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.5,6.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOZANO,13.5,0.0,13.5,5.5,5.0,8.0,5.5,6.5,10.0,11.5,6.0,6.0,6.0,10.0,5.5,6.5,10.0,9.0,6.5,5.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
POLITANO,9.5,0.0,10.0,7.5,6.5,5.5,6.5,10.0,5.5,5.0,6.5,5.0,5.0,6.5,6.0,0.0,10.0,5.5,10.0,10.0,6.0,7.5,10.0,5.5,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERTENS,13.0,0.0,8.0,5.0,5.0,5.5,9.5,10.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,10.0,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
PETAGNA,0.0,0.0,0.0,10.0,5.5,0.0,6.0,0.0,9.5,10.0,6.0,5.0,5.0,7.5,10.0,5.5,9.5,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSIGNE,6.0,0.0,0.0,10.0,0.0,5.5,5.5,11.5,11.5,5.5,4.0,0.0,10.0,10.0,5.5,9.5,14.5,5.5,6.0,5.5,10.0,6.0,6.5,11.5,13.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
GATTUSO,7.5,0.0,7.5,6.0,5.0,6.5,5.0,8.0,7.0,7.0,6.0,5.0,5.0,7.5,5.5,5.0,7.5,4.0,6.5,5.0,7.0,5.0,6.5,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
MIRANTE,4.0,7.5,8.5,3.5,7.0,0.0,7.0,0.5,7.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
MANCINI,6.0,6.0,6.5,5.5,7.0,6.5,6.5,6.0,0.0,0.0,5.5,5.0,9.0,6.5,6.0,9.0,5.5,0.0,10.0,6.0,8.0,6.0,5.0,6.5,9.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
CRISTANTE,0.0,0.0,6.5,5.5,-0.5,5.5,6.5,5.0,6.5,3.0,0.0,6.0,5.5,6.5,8.0,0.0,5.5,6.0,5.5,5.5,6.0,0.0,5.5,5.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
IBANEZ,6.5,6.5,4.5,6.0,6.5,5.5,6.0,4.5,6.0,6.0,6.0,5.5,6.0,6.5,6.0,6.0,4.0,6.0,7.0,3.0,6.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
KARSDORP,0.0,0.0,0.0,5.0,6.5,6.0,7.5,5.0,5.5,7.5,6.0,5.0,8.0,8.0,6.5,6.0,6.0,10.0,6.0,6.0,6.0,5.5,6.0,7.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
SANTON,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
DIAWARA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,10.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
VILLAR,0.0,0.0,6.5,0.0,0.0,0.0,6.5,5.5,5.5,6.5,6.0,0.0,5.5,5.5,6.5,7.0,5.5,5.0,6.5,6.0,6.5,6.0,5.5,0.0,6.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VERETOUT,13.5,6.5,8.5,9.5,6.5,7.5,6.0,5.5,0.0,9.5,10.0,5.5,10.0,6.0,0.0,6.0,5.5,6.5,6.5,6.0,13.0,5.5,10.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
SPINAZZOLA,6.0,6.5,6.5,5.5,10.0,0.0,7.5,5.5,7.0,8.0,6.5,6.0,0.0,0.0,0.0,5.0,5.0,8.0,6.5,6.0,6.0,6.5,7.5,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
PEDRO,6.0,10.5,10.5,5.5,10.0,7.0,6.0,5.0,3.5,0.0,5.5,5.5,5.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.5,5.5,0.0,5.5,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
PELLEGRINI LO.,5.0,6.5,7.0,7.5,6.5,6.5,0.0,5.5,6.0,10.5,10.0,5.0,6.0,6.5,5.5,10.0,5.0,11.0,7.5,0.0,5.5,6.0,5.0,6.5,8.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
KLUIVERT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKHITARYAN,7.5,6.0,9.0,5.5,8.0,17.5,13.5,4.5,6.0,12.0,10.0,7.5,6.0,6.0,11.0,7.5,4.5,0.0,10.0,6.5,6.5,6.0,5.5,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
FONSECA,6.5,6.5,7.0,6.0,7.0,6.5,7.0,4.5,5.0,8.0,6.5,5.0,6.5,6.5,7.0,6.0,4.0,6.5,7.0,5.5,7.0,5.5,5.0,6.5,7.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
AUDERO,3.5,6.5,7.0,5.0,5.5,4.0,4.5,5.0,4.0,4.0,5.5,5.0,3.0,5.5,9.5,4.0,5.5,8.0,4.5,4.5,5.5,5.5,4.5,5.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
BERESZYNSKI,5.5,6.5,6.0,6.5,4.5,5.5,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,6.0,6.0,5.0,5.5,6.0,6.0,5.5,6.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
TONELLI,4.0,5.5,6.5,6.0,6.0,4.5,0.0,5.0,6.5,0.0,6.0,6.5,4.0,5.5,6.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
QUAGLIARELLA,9.5,10.0,10.0,6.5,5.0,5.0,5.0,10.0,5.5,5.5,0.0,10.0,9.0,5.0,0.0,0.0,6.0,5.5,6.0,6.0,10.0,6.0,5.5,5.5,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
COLLEY,9.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.0,5.0,6.0,5.5,5.5,5.5,5.5,5.0,6.5,6.5,5.5,5.5,6.5,5.0,0.0,6.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
AUGELLO,5.0,5.5,11.5,6.5,6.5,3.5,0.0,5.0,5.5,5.0,6.0,6.5,5.0,5.0,5.5,6.0,7.5,6.5,5.5,6.5,6.5,6.5,6.0,6.0,5.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
DEPAOLI,5.5,0.0,5.0,4.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.5,6.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
YOSHIDA,0.0,5.5,7.0,6.0,7.0,6.0,6.0,5.5,0.0,6.0,0.0,0.0,6.5,6.0,6.0,5.0,6.0,10.0,6.5,6.0,6.5,5.5,6.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
THORSBY,6.0,6.0,6.0,10.0,6.0,5.5,9.5,6.0,6.0,5.5,0.0,6.5,6.0,5.5,5.0,5.0,6.0,6.0,5.0,5.5,5.5,0.0,5.5,0.0,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
DAMSGAARD,0.0,6.5,10.0,8.0,5.0,6.5,5.0,5.5,7.5,0.0,4.5,10.0,5.0,6.0,7.5,6.5,5.5,6.5,5.0,8.0,5.5,6.5,6.5,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
EKDAL,5.5,6.0,6.0,6.5,5.0,5.5,5.5,6.0,10.0,5.0,10.0,6.5,5.0,5.5,0.0,5.5,6.0,0.0,5.0,6.0,6.0,5.5,5.5,6.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
LERIS,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
RAMIREZ,5.0,6.5,5.5,6.5,5.5,5.5,5.0,0.0,0.0,5.0,6.0,6.0,5.5,0.0,0.0,0.0,6.5,7.5,5.5,0.0,7.0,5.5,5.5,6.0,7.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
JANKTO,5.0,0.0,6.0,11.0,9.5,5.0,6.0,6.0,4.5,9.5,6.5,11.5,6.0,5.0,6.0,6.5,0.0,0.0,-0.5,5.5,5.5,5.5,5.5,6.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
BONAZZOLI,7.5,5.5,6.5,0.0,5.5,0.0,5.5,0.0,-0.5,11.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
VERRE,6.5,10.5,7.5,6.0,6.0,0.0,0.0,5.5,0.0,7.5,9.5,6.5,0.0,5.5,0.0,0.0,5.5,6.0,0.0,6.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
RANIERI C.,5.0,7.0,7.5,8.0,6.0,5.5,4.5,6.0,6.0,6.0,6.5,7.0,5.5,5.5,7.0,4.5,6.5,7.0,5.5,6.0,6.5,6.0,5.5,6.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
CONSIGLI,5.5,5.0,3.0,3.5,7.5,7.0,8.0,2.0,0.0,9.0,6.0,4.5,4.5,1.0,5.0,4.0,5.0,4.0,5.0,3.5,5.5,4.5,4.0,3.5,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
TOLJAN,6.0,6.0,0.0,0.0,0.0,0.0,5.0,5.5,0.0,6.0,5.5,5.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,6.0,7.0,6.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
MULDUR,6.0,6.0,5.0,7.5,5.5,6.5,6.0,6.0,0.0,0.0,0.0,6.0,6.5,5.5,6.0,6.5,6.0,5.5,6.0,5.5,6.0,6.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
CHIRICHES,5.5,5.0,6.5,9.0,6.5,0.0,7.0,2.0,0.0,0.0,5.0,0.0,5.5,7.0,0.0,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
FERRARI G.,8.0,6.5,5.5,4.5,6.5,5.5,6.5,5.0,6.5,7.0,0.0,6.0,6.5,4.5,6.0,5.0,7.0,5.0,6.0,5.5,0.0,6.5,5.5,5.5,5.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
ROGERIO,0.0,0.0,0.0,5.0,6.5,6.5,6.0,4.5,6.0,0.0,7.0,5.5,0.0,0.0,6.5,0.0,5.0,6.0,5.5,5.0,6.0,6.0,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
KYRIAKOPOULOS,6.5,6.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.5,6.5,5.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
OBIANG,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,6.5,0.0,5.5,5.5,6.0,3.5,0.0,5.0,5.0,7.5,6.0,0.0,6.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
BOURABIA,6.0,5.0,5.5,6.0,-0.5,0.0,0.0,0.0,0.0,5.5,0.0,5.5,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
LOCATELLI,7.0,10.5,5.0,5.5,9.5,6.5,5.0,5.5,6.5,6.0,4.5,0.0,5.5,5.0,6.5,6.5,0.0,6.0,6.0,6.0,7.0,6.5,5.5,6.5,6.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
BERARDI,9.5,11.5,10.5,7.0,0.0,5.5,11.5,6.0,5.5,9.0,7.5,9.5,10.0,5.5,6.0,0.0,0.0,0.0,0.0,6.0,10.0,6.0,13.5,10.5,6.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
DJURICIC,10.0,5.5,9.5,11.5,0.0,0.0,5.5,5.5,5.5,5.5,0.0,5.5,0.0,0.0,6.0,5.5,9.5,7.0,5.0,6.0,5.5,6.5,6.0,6.0,6.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
AYHAN,0.0,6.0,6.0,5.5,6.0,6.5,6.0,0.0,5.5,5.5,0.0,0.0,6.5,0.0,4.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARASLIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.5,0.0,5.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
DEFREL,9.5,7.5,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,6.0,6.0,10.0,5.5,5.5,6.0,6.0,6.0,6.0,5.5,6.0,5.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
CAPUTO,11.5,13.5,11.5,10.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,5.0,10.5,5.0,5.5,5.0,5.0,9.5,5.0,9.5,10.0,10.0,7.0,10.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
DE ZERBI,7.0,6.5,7.0,6.0,8.0,5.0,7.0,5.0,6.0,7.0,6.0,5.5,7.0,4.5,7.0,6.5,6.0,5.0,6.0,5.0,6.5,6.0,5.0,6.5,5.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
