,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37
CASTROVILLI,6.5,6.5,6.5,6.5,10.5,6.5,6.5,5.5,11.0,10.0,5.0,0.0,5.0,6.0,6.0,6.0,6.5,6.5,7.5,6.5,0.0,5.5,6.5,6.0,6.0,6.5,6.5,3.5,6.0,0.0,6.0,6.0,6.5,5.0,0.0,6.5,0.0,8.0
BADELJ,5.5,6.5,6.0,6.5,6.5,6.0,5.5,5.5,0.0,6.0,4.5,5.0,6.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,5.5
BENASSI,0.0,0.0,0.0,0.0,-0.5,6.0,0.0,0.0,5.5,0.0,6.0,5.0,0.0,5.5,6.0,0.0,10.0,6.0,7.5,5.5,6.0,5.5,6.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
PULGAR,9.0,6.0,6.0,5.5,10.0,8.0,6.0,5.5,5.5,5.0,4.5,0.0,6.0,5.5,4.5,5.5,5.5,7.0,6.5,6.0,6.0,5.5,6.0,10.0,0.0,7.5,0.0,4.5,13.5,6.0,5.0,2.5,6.5,6.0,7.5,6.0,11.0,11.5
SOTTIL,5.0,0.0,0.0,5.5,0.0,0.0,6.5,5.5,5.0,0.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.5,7.0
RIBERY,6.5,7.0,10.5,8.0,11.0,6.0,5.0,7.0,0.0,0.0,0.0,5.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,10.0,6.5,6.0,6.0,6.0,6.5,8.5,5.0,6.0,0.0,0.0,6.0
VLAHOVIC,6.0,0.0,6.0,0.0,0.0,0.0,5.5,0.0,6.0,6.0,12.5,5.5,5.5,5.0,10.0,6.0,5.0,6.0,10.0,6.0,5.5,5.5,13.0,6.0,6.0,6.0,3.5,0.0,0.0,5.0,0.0,6.0,0.0,0.0,5.5,0.0,6.0,5.5
BOATENG,5.0,6.0,5.5,0.0,0.0,0.0,0.0,6.0,5.5,6.0,0.0,0.0,5.5,0.0,6.0,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
CHIESA,6.5,6.0,8.5,10.0,4.0,6.0,5.5,10.0,6.0,5.5,5.0,0.0,0.0,7.0,5.5,0.0,5.5,5.0,10.5,6.0,5.5,10.0,14.0,6.5,6.5,5.5,0.0,5.0,6.5,4.5,7.5,11.5,5.5,6.0,5.0,17.0,7.0,7.0
MONTELLA,5.0,6.0,6.5,6.5,7.5,6.5,6.0,5.5,6.5,6.0,5.0,5.5,5.0,6.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
RADU I,7.0,4.0,3.0,7.0,1.5,3.0,0.5,4.5,4.0,3.0,8.0,6.5,5.0,3.5,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
ROMERO C,5.5,5.5,0.0,6.0,5.0,4.5,0.0,5.5,6.5,5.5,6.5,6.5,6.0,6.5,6.0,3.5,6.5,5.0,5.0,6.0,6.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
ZAPATA C,10.0,4.5,2.5,5.0,0.0,6.0,4.0,6.0,6.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
CRISCITO,6.5,10.0,5.5,6.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.5,5.0,5.0,9.5,5.0,0.0,2.5,8.5,6.0,10.0,9.5,6.5,1.5,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10.0,4.5,6.0,6.0,9.5
GHIGLIONE,8.0,5.5,0.0,6.0,5.0,5.5,7.0,7.0,6.0,5.5,0.0,7.0,6.5,5.5,4.5,5.5,0.0,0.0,5.5,6.5,6.0,6.5,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,5.5,0.0,0.0,6.0,0.0,0.0,7.5
SCHONE,5.5,5.5,5.5,5.5,6.0,5.0,5.0,6.5,7.0,6.0,5.0,0.0,6.5,6.0,6.0,0.0,0.0,5.5,7.5,6.0,6.5,6.0,0.0,6.0,6.5,5.0,6.0,5.5,0.0,7.0,10.0,6.0,6.0,6.0,5.5,5.0,0.0,6.0
RADOVANOVIC,7.0,6.0,5.5,5.5,5.0,6.0,5.0,6.0,0.0,5.0,0.0,6.0,0.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
BARRECA,6.0,6.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,0.0,6.0,6.0,6.0,5.5,0.0,0.0,0.0,6.0,5.0
EL YAMIQ,0.0,0.0,0.0,0.0,3.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
LERAGER,6.5,6.0,5.5,5.0,5.0,5.0,5.0,5.5,0.0,0.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,5.0,6.0,6.0,5.5,5.0,9.5,0.0,4.5,8.0,5.5
KOUAME',10.5,6.5,9.5,5.0,5.0,6.5,5.0,12.0,10.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.5,0.0,6.5,5.5,5.5,7.0,10.0,10.0
SANABRIA,0.0,0.0,7.5,0.0,5.0,0.0,0.0,0.0,4.5,5.5,0.0,0.0,0.0,0.0,5.5,6.0,5.5,10.0,5.5,5.5,10.0,5.5,10.0,5.0,8.5,0.0,6.0,6.0,4.5,5.5,6.5,5.5,10.0,0.0,0.0,0.0,13.0,0.0
PINAMONTI,6.0,5.5,0.0,5.0,0.0,5.0,9.5,7.5,6.5,5.0,6.0,5.5,5.5,5.0,5.0,5.0,0.0,0.0,0.0,5.0,6.0,5.0,6.0,0.0,0.0,5.5,10.0,9.0,6.0,5.0,6.5,5.0,6.0,5.5,6.0,5.0,0.0,10.0
PANDEV,0.0,-0.5,6.0,0.0,5.5,0.0,5.0,9.5,5.5,9.5,6.5,6.0,6.5,8.5,0.0,0.0,10.0,5.0,10.0,5.0,0.0,10.5,0.0,6.5,10.0,6.0,6.5,6.0,10.0,5.5,10.5,5.0,7.5,6.5,6.0,6.0,7.5,0.0
ANDREAZZOLI,7.0,5.5,5.0,5.5,5.0,5.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
HANDANOVIC,5.0,7.5,7.0,8.5,5.0,3.5,3.0,3.5,5.5,5.0,4.5,8.0,5.0,7.0,5.5,7.5,5.5,9.5,5.0,5.5,0.0,0.0,0.0,4.5,4.5,3.0,5.0,7.0,4.0,4.0,4.0,7.0,4.0,7.5,6.5,7.5,6.5,7.0
D'AMBROSIO,5.5,0.0,5.0,9.5,6.0,6.5,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,9.5,5.0,0.0,5.0,6.0,0.0,5.5,6.0,10.0,10.0,6.5
RANOCCHIA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.0,0.0,0.0,0.0,6.0,0.0,6.5,6.0,0.0,0.0,6.0
SKRINIAR,6.5,6.5,6.5,6.5,5.5,5.5,6.0,6.5,3.0,6.5,6.5,6.0,5.5,7.0,5.5,6.0,6.0,0.0,5.5,6.0,6.5,5.0,5.5,6.5,5.5,5.0,0.0,0.0,0.0,5.0,6.0,6.5,6.5,0.0,6.5,0.0,6.0,6.5
CANDREVA,5.5,5.5,0.0,0.0,6.5,0.0,6.5,11.0,5.5,6.0,6.5,6.0,7.5,5.5,0.0,9.5,6.0,5.5,5.0,0.0,0.0,7.0,6.0,7.5,5.5,7.0,5.0,10.0,6.0,10.0,6.0,10.0,5.5,6.0,0.0,6.5,0.0,10.0
VECINO,5.5,0.0,6.0,5.5,0.0,5.0,0.0,0.0,0.0,5.5,10.0,7.5,6.0,6.0,6.0,6.5,6.5,0.0,0.0,0.0,5.5,9.5,5.5,0.0,4.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
BARELLA,6.0,5.0,7.5,6.5,6.0,5.5,6.0,5.5,6.0,6.0,9.5,6.0,0.0,0.0,0.0,0.0,5.0,0.0,5.5,5.0,7.0,5.5,6.0,6.5,5.5,0.0,6.0,6.5,0.0,0.0,0.0,0.0,5.0,6.0,0.0,5.5,6.5,7.5
BROZOVIC,5.0,5.5,10.0,6.0,7.0,6.0,7.5,5.0,6.0,5.0,5.5,8.0,8.0,5.5,7.0,0.0,7.5,6.5,6.5,0.0,6.0,10.5,6.5,0.0,5.5,0.0,0.0,0.0,5.0,5.5,6.0,7.0,6.0,6.0,6.0,6.5,6.0,10.5
SENSI,7.0,10.0,7.0,6.0,10.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,5.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
GAGLIARDINI,0.0,6.0,0.0,0.0,10.0,0.0,6.0,6.5,5.0,4.5,0.0,0.0,5.5,0.0,0.0,10.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,4.0,5.5,9.5,5.0,6.0,6.0,10.0,5.5,6.0,5.0,0.0,6.0,6.0
ASAMOAH,6.0,6.0,6.5,0.0,6.5,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
LUKAKU R,9.5,5.0,10.0,6.0,6.0,5.0,13.5,9.5,10.0,13.5,5.5,10.0,6.5,5.5,5.0,15.0,14.0,6.5,5.5,5.5,13.5,9.5,5.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
MARTINEZ L,10.0,6.0,6.0,5.0,6.5,10.0,14.0,6.0,9.5,6.5,5.0,9.5,13.5,5.5,5.5,0.0,10.0,10.0,5.0,8.5,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
POLITANO,6.0,6.0,6.0,5.5,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,6.0,5.5,6.0,7.5,0.0,5.0,0.0,5.5,0.0,7.5,10.0,5.5,6.5,5.5,9.5,6.0
CONTE,6.5,6.5,7.0,7.0,6.5,6.5,6.5,5.5,6.5,6.5,6.5,7.0,6.5,6.0,6.0,7.5,7.0,5.5,6.0,5.5,7.0,7.0,5.5,6.5,5.0,4.5,6.0,8.0,5.0,6.0,6.5,7.0,6.0,5.5,7.0,6.5,7.0,7.5
SZCZESNY,2.5,7.5,0.0,4.5,0.0,5.5,0.0,5.5,0.0,7.5,8.0,6.0,0.0,6.5,0.0,0.0,7.0,5.5,5.0,3.5,7.5,4.0,7.0,5.0,7.0,7.0,7.0,5.0,0.0,1.5,4.0,4.0,5.0,4.0,7.5,0.0,3.0,7.0
DE SCIGLIO,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.5,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
BONUCCI,6.0,6.0,6.5,6.0,6.5,7.0,6.5,6.0,9.5,7.0,7.0,6.5,9.5,5.0,10.5,6.5,6.5,6.0,6.5,6.0,6.0,4.5,5.5,0.0,7.0,6.5,6.5,5.5,6.0,4.5,6.0,0.0,5.0,0.0,6.5,5.5,6.0,6.0
CHIELLINI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0
ALEX SANDRO,5.0,6.0,6.0,6.0,0.0,6.0,7.0,6.0,5.0,0.0,6.0,0.0,5.5,5.5,0.0,8.5,6.0,5.5,6.0,5.5,6.5,5.0,6.5,6.5,6.5,0.0,0.0,0.0,0.0,5.0,5.0,10.0,5.5,5.0,7.0,5.5,0.0,6.5
KHEDIRA,6.5,6.0,5.5,5.5,7.0,5.5,6.0,6.0,5.5,6.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
RABIOT,0.0,0.0,0.0,5.0,5.5,0.0,5.5,5.5,4.5,0.0,6.0,0.0,0.0,0.0,6.0,6.0,5.5,6.0,6.0,5.0,6.5,6.0,6.0,6.0,0.0,6.0,5.5,6.0,6.5,10.0,4.5,5.5,6.5,5.5,6.0,0.0,7.5,5.5
PJANIC,6.0,5.0,6.0,10.0,10.5,7.5,10.5,6.5,0.0,6.5,5.5,6.0,5.0,5.0,0.0,5.5,7.0,5.5,6.0,6.0,6.0,5.0,0.0,0.0,0.0,6.0,6.0,7.5,5.5,6.5,0.0,9.0,0.0,0.0,7.0,5.0,0.0,6.0
MATUIDI,6.0,6.0,6.5,0.0,6.0,6.5,6.0,0.0,5.5,5.5,5.0,0.0,6.0,5.5,6.0,6.0,5.5,6.0,5.5,5.0,0.0,0.0,7.5,5.5,6.5,6.0,6.0,0.0,5.5,5.5,6.0,6.0,6.0,6.0,6.0,6.0,5.5,6.0
DOUGLAS COSTA,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.0,0.0,0.0,0.0,5.5,7.5,0.0,0.0,5.5,6.0,6.5,0.0,0.0,5.5,0.0,8.0,10.0,7.0,6.0,6.0,5.5,6.0,5.5,0.0,0.0,0.0,7.0
CUADRADO,0.0,6.0,6.5,6.0,6.5,6.5,5.5,6.5,6.5,6.0,5.5,6.5,5.0,3.5,0.0,0.0,7.0,5.0,5.5,5.0,6.5,6.0,10.0,7.5,6.5,6.5,6.0,6.0,10.0,7.5,5.0,0.0,6.0,5.5,5.0,5.0,0.0,6.0
