,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37
ALEESAMI,5.5,4.5,8.0,6.0,6.0,8.0,5.5,6.0,5.5,4.5,5.0,5.5,5.5,5.0,5.0,6.0,5.5,5.5,0.0,0.0,5.5,0.0,0.0,5.5,6.5,5.0,6.0,5.5,0.0,0.0,4.5,0.0,10.0,6.0,6.0,4.5,5.5,5.5
BENTIVEGNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
SALLAI,5.5,5.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.5,5.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,5.0,8.5,0.0,5.5,5.0,5.0,0.0,5.0,5.0,0.0,0.0,6.0
QUAISON,6.0,0.0,0.0,0.0,0.0,0.0,5.5,9.5,0.0,4.5,0.0,5.5,5.5,6.5,5.0,9.5,10.0,6.5,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
BALOGH,6.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,6.0,4.5,6.0,4.0,0.0,5.5,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
NESTOROVSKI,5.5,5.0,10.0,10.0,6.0,9.0,5.0,5.0,9.5,9.5,10.0,9.5,5.5,5.5,5.0,7.0,5.0,5.0,6.5,5.5,9.5,10.0,6.0,5.5,10.0,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,6.0,5.0,9.5,4.5
BALLARDINI,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
SZCZESNY,4.0,2.5,5.5,11.0,3.5,5.5,5.5,5.5,5.5,7.0,7.5,3.5,4.5,7.0,11.0,6.0,5.0,8.5,8.0,7.0,3.0,7.0,7.0,5.0,5.5,4.0,7.5,5.0,7.5,7.0,5.0,5.5,3.5,5.5,5.5,3.0,3.5,7.0
BRUNO PERES,5.5,6.5,6.0,6.5,3.5,8.0,0.0,0.0,0.0,6.0,6.0,5.0,5.5,5.5,6.0,0.0,6.0,6.5,6.0,5.5,9.0,6.0,5.5,6.5,6.5,5.5,9.0,6.0,5.5,0.0,6.5,0.0,5.0,0.0,0.0,0.0,0.0,6.5
MANOLAS,5.5,7.0,7.0,6.0,5.0,7.0,6.5,5.5,6.0,6.0,0.0,5.5,0.0,6.5,6.5,5.0,0.0,0.0,6.5,5.5,0.0,6.5,6.5,6.5,6.5,5.0,0.0,5.5,6.0,6.0,5.5,6.0,6.0,6.0,6.5,5.0,5.0,6.5
FAZIO,5.5,0.0,6.0,6.5,5.0,6.0,6.0,6.5,6.5,6.5,7.0,6.0,6.0,6.5,6.5,6.0,6.5,6.0,6.5,7.0,6.0,10.0,7.0,6.5,6.5,4.0,6.5,6.5,5.5,10.5,6.0,6.5,4.5,6.0,5.0,7.0,5.5,0.0
VERMAELEN,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,4.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
EMERSON,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.5,5.5,6.5,0.0,0.0,5.5,7.0,6.0,6.0,6.0,6.0,5.5,6.0,7.5,7.5,6.5,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.5,5.0,7.0,6.0,6.5,6.5,6.0
JUAN JESUS,0.0,4.0,0.0,6.0,0.0,5.5,5.0,5.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,6.0,6.0,5.5,6.5,0.0,0.0,6.0,0.0,0.0,0.0,5.5,6.0,0.0,0.0,6.0
NAINGGOLAN,6.5,5.0,5.5,0.0,5.5,0.0,6.0,6.5,9.5,5.5,6.0,5.5,5.5,10.5,10.5,6.0,6.5,7.0,10.0,6.0,5.5,10.0,10.5,11.5,14.5,6.0,6.5,5.5,6.5,6.5,6.0,10.5,5.5,6.5,10.5,6.0,5.0,7.5
PAREDES,0.0,0.0,0.0,6.5,0.0,0.0,5.0,10.0,6.0,5.5,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,6.0,10.0,0.0,0.0,5.0,10.0,6.0,0.0,0.0,7.0,0.0,7.5,6.5,5.0,0.0,7.0
STROOTMAN,10.0,6.5,6.0,6.5,5.5,7.0,0.0,6.0,5.5,0.0,7.5,4.0,5.5,9.5,5.5,6.0,6.0,6.0,8.0,6.0,5.0,7.5,7.0,6.5,7.0,9.5,7.5,7.5,0.0,6.0,5.5,10.0,6.0,0.0,0.0,8.5,6.5,6.0
SALAH,5.5,9.5,5.5,11.5,4.5,6.0,11.5,11.0,8.0,4.5,17.5,5.0,6.0,0.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,7.5,10.0,5.5,5.5,5.5,11.5,8.0,10.5,7.5,13.0,6.5,8.0,8.0,14.0,5.0,10.5
DZEKO,7.5,10.0,5.5,13.5,4.5,10.5,13.5,11.5,13.5,6.0,7.0,5.5,13.5,5.5,6.5,4.5,9.5,6.5,1.5,10.0,9.5,13.5,6.0,10.0,6.5,5.0,10.0,10.0,13.5,11.0,10.0,7.5,5.0,15.0,0.0,11.0,12.5,10.0
EL SHAARAWY,6.0,5.5,6.0,11.0,6.0,6.0,5.5,10.0,6.0,6.5,0.0,5.5,0.0,0.0,6.0,5.5,10.0,5.5,6.0,0.0,6.0,6.5,0.0,0.0,0.0,5.0,10.0,5.5,0.0,6.0,0.0,10.5,5.0,10.0,10.0,13.5,5.5,6.0
PEROTTI,9.5,7.0,5.0,0.0,5.5,6.5,6.5,0.0,0.0,0.0,8.5,10.0,12.5,6.5,6.0,5.5,9.5,5.5,0.0,6.5,5.0,0.0,0.0,0.0,10.0,7.5,0.0,6.0,5.5,7.5,6.0,0.0,5.5,6.5,5.0,0.0,9.5,13.5
SPALLETTI,5.5,7.0,6.0,7.0,5.0,7.0,7.5,7.0,7.0,5.5,7.5,5.0,6.0,7.0,7.0,5.5,7.0,7.0,7.0,7.0,5.0,7.5,6.0,7.5,7.5,5.0,7.0,6.5,6.5,7.0,5.0,7.0,4.5,7.0,7.0,7.0,6.0,7.0
VIVIANO,5.0,5.0,5.5,4.0,2.0,4.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,5.0,5.5,5.0,7.0,0.0,5.5,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0
SALA,5.5,5.5,6.5,0.0,0.0,5.0,4.5,5.5,5.0,5.5,5.5,4.5,0.0,0.0,0.0,5.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,5.5,5.5,0.0,0.0,0.0,0.0,5.0,6.0,5.5,0.0,6.5
SILVESTRE,6.5,6.0,5.5,5.5,6.0,6.0,6.5,6.5,4.5,7.0,6.5,4.5,6.0,7.5,5.5,0.0,6.5,3.5,0.0,6.0,6.5,6.5,6.5,6.0,6.0,5.5,7.0,6.0,8.0,6.5,5.5,5.5,6.5,4.5,6.5,5.5,4.5,7.0
REGINI,6.5,7.0,6.0,5.5,5.5,6.5,5.5,5.5,4.5,5.5,7.5,5.0,6.5,6.0,4.0,5.5,6.5,5.5,6.0,0.0,6.0,5.5,5.5,0.0,5.5,0.0,6.0,4.5,6.0,5.5,6.5,6.0,4.5,6.5,5.5,0.0,4.0,6.0
PAVLOVIC,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,5.0,0.0,5.5
BARRETO E,10.0,6.0,6.0,3.5,0.0,6.5,5.5,6.5,5.0,6.5,6.0,6.0,6.0,9.5,5.5,5.5,6.5,6.5,0.0,0.0,6.0,0.0,0.0,6.0,5.5,6.0,5.5,6.0,6.0,6.5,5.5,5.5,0.0,5.0,6.5,6.5,4.5,6.0
ERAMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TORREIRA,6.0,6.5,6.5,6.0,0.0,6.0,6.5,5.5,0.0,6.5,6.5,6.0,6.5,6.5,6.0,6.0,6.5,6.0,5.5,5.0,5.5,5.0,6.0,5.5,0.0,7.0,6.0,6.0,7.0,5.5,6.5,5.5,6.5,6.0,6.5,5.0,5.0,7.0
LINETTY,6.0,6.5,6.5,5.0,7.0,5.5,6.0,6.0,0.0,8.0,5.5,6.5,5.5,7.5,5.5,0.0,6.0,5.5,5.5,5.5,6.0,6.5,5.5,6.0,5.5,6.0,6.5,5.5,6.5,6.0,5.0,0.0,7.5,9.0,5.5,6.0,5.0,5.5
ALVAREZ R,6.5,6.5,0.0,0.0,6.0,4.5,6.5,5.5,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.5,5.5,0.0,6.0,0.0,0.0,0.0,10.0,6.0
SCHICK,0.0,0.0,0.0,5.5,5.5,5.5,0.0,0.0,9.5,0.0,0.0,6.5,0.0,10.0,9.5,9.5,6.0,6.5,5.0,5.5,10.0,6.0,10.0,0.0,5.5,10.0,6.5,6.0,10.0,7.5,9.5,10.0,10.0,6.0,5.5,5.5,8.5,6.5
MURIEL,8.5,10.5,6.5,6.5,4.5,6.5,5.5,10.5,5.5,6.5,10.0,14.0,6.5,6.5,5.5,5.5,5.0,6.5,5.5,6.5,11.5,10.0,9.5,7.0,7.5,7.5,9.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,7.5,0.0,10.0
BUDIMIR,6.0,6.0,0.0,0.0,6.0,0.0,5.5,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
QUAGLIARELLA,9.5,9.5,5.5,5.0,5.5,5.0,5.0,3.5,5.0,10.0,5.5,11.5,7.5,5.5,6.0,5.0,6.0,5.0,0.0,5.0,5.5,6.0,5.5,9.0,9.5,10.0,6.0,6.5,10.0,6.0,5.5,5.0,6.0,12.0,10.0,0.0,10.0,6.0
GIAMPAOLO,7.0,6.5,6.5,5.5,5.0,6.5,5.0,7.5,5.0,7.0,6.5,7.0,6.0,5.5,6.0,5.5,6.0,5.5,5.5,5.5,7.5,7.0,6.5,6.0,6.0,6.5,6.5,6.0,7.0,6.0,5.5,5.0,6.0,5.0,6.0,5.5,5.0,7.0
CONSIGLI,6.0,3.5,8.0,4.0,7.5,2.5,5.0,6.0,2.5,4.0,3.0,3.0,5.5,7.5,4.5,6.5,1.0,7.0,5.5,8.5,4.0,7.5,6.0,4.5,6.0,7.0,5.0,3.5,2.0,6.0,5.0,4.5,6.5,7.5,6.0,4.0,0.0,6.5
GAZZOLA,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,4.5,6.0,7.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,6.0,6.0,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,7.0
ANTEI,0.0,8.0,6.5,6.5,6.0,4.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.5,0.0,5.5,5.0,0.0,0.0,5.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0
ACERBI,6.0,5.5,7.0,6.0,7.0,9.5,6.5,6.5,5.0,6.0,5.5,4.0,7.0,7.0,9.0,6.5,9.0,7.0,5.5,5.5,4.5,7.0,5.0,6.0,6.0,6.5,6.5,6.0,6.0,7.0,10.5,6.0,6.5,6.5,7.0,5.5,5.0,6.5
PELUSO,6.0,5.0,7.5,6.0,5.5,0.0,5.5,5.5,5.5,5.5,4.5,4.5,5.5,6.0,5.0,0.0,5.0,5.5,5.5,6.0,5.0,6.5,5.0,5.5,5.0,6.5,6.0,5.0,0.0,0.0,6.0,0.0,9.5,5.5,5.0,5.5,5.5,5.5
MAZZITELLI,0.0,0.0,0.0,0.0,5.5,6.0,0.0,0.0,5.5,0.0,5.5,6.5,5.0,5.5,6.0,5.5,6.0,0.0,6.0,7.5,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,5.5
BIONDINI,6.0,0.0,6.0,5.5,5.5,4.5,6.0,6.0,5.5,5.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,5.0,5.5
MAGNANELLI,6.0,4.5,6.5,5.5,5.5,6.5,5.5,0.0,0.0,0.0,0.0,6.5,7.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.5,6.5
SENSI,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.5,0.0,5.5,0.0,0.0,0.0,6.0,6.0,6.5,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,5.5,6.0,7.0,6.5,6.0,6.0
BERARDI,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,8.0,5.5,4.5,5.5,6.5,6.5,1.0,5.5,5.0,7.5,10.0,5.0,0.0,10.0,9.0,6.0,8.0,11.5,5.5,10.0
DEFREL,10.0,0.0,10.5,9.5,10.0,6.5,6.0,5.5,6.0,9.5,5.0,5.0,10.0,6.0,5.5,6.0,5.5,5.0,7.5,6.0,5.5,0.0,0.0,14.0,4.5,0.0,0.0,10.0,5.5,5.5,0.0,6.0,0.0,0.0,6.0,0.0,17.0,6.5
FALCINELLI,0.0,5.0,5.0,5.0,6.5,6.0,10.0,6.0,10.0,9.5,6.5,5.5,10.0,10.0,5.5,5.0,5.0,6.0,5.5,6.0,16.5,5.5,5.0,5.0,5.0,6.5,5.5,6.0,10.0,13.5,5.5,11.0,5.5,0.0,6.0,6.0,10.0,6.0
POLITANO,5.5,6.0,10.0,6.5,6.5,9.5,6.5,6.5,7.5,8.0,6.0,0.0,6.5,0.0,0.0,0.0,0.0,5.5,9.5,8.5,6.0,6.5,6.0,6.0,6.0,5.0,4.5,6.5,6.5,5.0,6.0,0.0,6.0,11.0,6.0,10.5,5.5,6.5
ADJAPONG,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.5,4.5,0.0,0.0,0.0,0.0
DI FRANCESCO,6.5,5.0,7.0,6.0,6.5,6.5,7.0,6.5,5.5,6.0,3.5,5.0,6.5,7.0,6.0,6.0,5.5,6.5,7.0,7.0,5.0,7.0,5.5,7.5,5.0,6.0,5.5,5.5,6.0,6.0,6.5,6.5,7.0,6.0,7.0,7.0,5.5,6.5
PADELLI,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
DE SILVESTRI,9.0,5.0,6.5,0.0,5.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,6.0,5.5,5.5,5.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.5,10.0,5.5
ROSSETTINI,0.0,0.0,0.0,0.0,7.0,6.0,6.5,5.0,5.5,5.0,6.0,6.0,6.0,5.5,5.5,8.5,7.0,6.5,4.5,5.5,5.0,0.0,0.0,0.0,7.0,6.5,5.5,6.0,4.5,0.0,5.5,6.0,6.0,6.5,4.0,5.0,5.0,5.0
MORETTI,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,5.5,5.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,7.0,5.0,6.0,5.0,6.5,6.0,4.5,7.0,5.5,5.0,8.0,9.5,6.5,0.0,6.5,0.0,6.5,0.0,5.0,5.5,5.0
MOLINARO,7.5,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,6.0,6.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,6.5
ACQUAH,6.5,5.5,6.5,3.5,0.0,6.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.5,6.0,8.5,0.0,6.0,6.0,4.0,0.0,5.0,6.5,5.5
VIVES,7.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
OBI,0.0,5.5,6.0,6.0,8.0,0.0,6.0,5.5,5.5,0.0,6.0,6.0,5.5,0.0,0.0,0.0,5.5,5.0,5.5,0.0,6.5,5.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,6.0,4.5
MARTINEZ,9.5,6.0,6.0,5.5,5.5,6.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
BELOTTI,13.5,0.0,0.0,6.5,11.5,6.5,6.5,5.5,9.5,7.5,14.0,13.5,6.0,5.5,10.0,9.0,9.5,5.0,9.5,0.0,6.5,10.0,14.0,5.0,10.0,17.5,5.5,6.5,10.0,10.0,9.5,6.0,6.0,6.0,5.5,5.0,11.0,6.0
LJAJIC,6.0,0.0,0.0,0.0,0.0,6.0,13.0,10.0,5.5,10.0,10.5,7.5,5.5,5.0,5.5,5.5,8.0,5.0,2.0,4.5,6.5,7.5,10.0,4.5,6.0,9.0,4.5,5.5,6.0,9.5,6.5,10.0,6.5,10.0,5.0,8.0,0.0,6.5
BOYE',7.5,6.5,6.0,6.0,7.0,6.0,5.5,0.0,0.0,6.0,0.0,7.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.5,6.0,5.0,0.0,6.0,6.0,6.0,6.0,6.5,6.5,6.5,5.0,4.5,9.0,4.5
MAXI LOPEZ,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.0,6.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,6.5,9.5,-0.5,6.0,0.0,5.0,0.0,6.0,0.0,0.0,5.5,0.0,6.0
BASELLI,9.5,5.5,5.5,5.5,5.0,0.0,11.0,6.0,6.0,6.5,9.5,5.5,6.0,5.5,7.5,5.5,6.0,5.0,0.0,6.0,6.0,6.0,0.0,5.0,7.5,6.0,5.5,10.0,6.0,6.5,5.5,7.0,6.5,6.5,4.0,0.0,10.5,9.5
MIHAJLOVIC,7.0,4.5,0.0,7.0,7.0,6.5,7.5,6.0,5.5,5.5,7.0,6.5,7.0,5.5,5.0,5.0,6.5,6.5,6.0,5.0,6.0,5.5,6.5,4.5,6.5,6.5,5.5,6.5,7.0,7.0,5.5,7.0,6.0,5.5,0.0,0.0,7.0,6.0
KARNEZIS,8.0,7.0,4.0,4.0,5.0,3.0,4.0,4.5,5.5,4.5,5.5,4.0,3.0,7.0,7.0,7.5,7.0,3.5,5.5,5.0,5.5,7.0,3.0,3.5,5.0,5.0,7.5,0.0,0.0,7.5,2.5,4.0,1.5,5.0,0.0,0.0,0.0,2.0
HEURTAUX,0.0,0.0,0.0,6.0,5.5,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,6.0
ANGELLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,6.0,7.0,5.0,6.5,0.0,10.0,5.5,0.0,0.0,6.5,2.5,5.0
DANILO,6.0,7.0,5.0,9.5,4.5,4.5,6.0,6.0,5.5,4.5,6.0,6.0,5.0,9.5,6.0,0.0,6.5,5.5,5.5,5.5,7.0,6.5,5.5,6.0,6.0,7.0,6.0,6.0,5.5,6.0,5.0,6.5,2.0,6.5,5.5,3.5,0.0,4.0
SAMIR,6.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,6.0,5.5,7.0,6.5,7.5,6.0,4.5,5.0,6.0,6.0,6.0,6.5,6.5,6.5,7.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
WIDMER,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,7.5,7.5,4.5,6.0,7.5,6.0,6.5,0.0,6.5,0.0,0.0,0.0,6.0,6.0,5.5,6.0,5.5,5.5,6.0,6.0,6.5,5.5,6.5,5.0,5.5,6.5,0.0,4.5,5.0
BADU,6.5,8.0,6.0,6.5,0.0,5.5,0.0,6.5,7.5,6.0,6.5,5.5,0.0,6.0,5.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,5.5,7.0,6.0,6.0,6.5,6.5,6.0,6.5,4.5,6.0,5.0,0.0,6.5,6.5,5.5,5.0
FOFANA,6.0,0.0,0.0,0.0,0.0,0.0,5.5,6.5,14.0,6.5,5.5,6.0,10.0,6.0,11.5,6.5,6.0,4.5,5.0,6.5,6.5,5.5,5.0,10.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
LODI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALLFREDSSON,6.5,6.5,7.0,0.0,0.0,0.0,0.0,6.0,6.5,6.0,0.0,0.0,0.0,5.5,5.0,6.5,0.0,6.0,6.0,5.5,7.0,6.0,5.0,4.5,0.0,6.0,6.5,5.5,0.0,6.5,5.5,6.0,5.0,5.0,0.0,6.5,5.5,5.5
DE PAUL,6.5,5.5,5.5,8.0,4.5,5.5,5.0,6.0,6.0,5.0,5.5,0.0,0.0,5.0,0.0,5.5,5.5,6.5,6.5,6.0,9.0,4.5,5.0,5.0,0.0,5.5,6.0,10.5,6.5,13.5,5.0,6.0,6.0,6.0,5.0,4.5,0.0,6.0
PENARANDA,0.0,0.0,0.0,6.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
ADNAN,0.0,0.0,0.0,5.0,5.5,5.0,6.0,0.0,0.0,0.0,6.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,5.5,0.0,5.5,0.0,0.0,6.5,5.0,0.0,0.0,4.5
ZAPATA D,5.5,5.0,10.0,9.5,6.0,5.0,6.0,10.0,5.5,9.5,4.5,5.5,5.0,5.5,9.5,7.5,6.0,6.0,5.0,5.0,6.0,5.5,5.0,6.0,5.5,10.0,10.0,10.0,6.0,10.0,6.0,5.5,4.5,5.5,5.5,8.0,8.5,5.0
IACHINI,7.0,6.0,5.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
STORARI,4.5,2.0,0.0,3.0,7.0,0.0,5.0,1.5,2.5,4.5,-1.0,5.0,5.5,5.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
CEPPITELLI,0.0,0.0,6.0,2.0,6.0,6.5,6.5,0.0,4.0,5.5,3.5,5.0,6.0,6.5,4.0,5.0,0.0,6.0,6.5,4.5,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
BRUNO ALVES,6.0,9.5,6.5,4.5,6.5,6.0,5.5,4.0,5.0,6.0,4.0,5.5,6.5,6.5,4.0,5.0,5.0,4.5,0.0,6.0,5.0,6.0,5.5,5.5,5.5,5.5,5.0,6.5,6.0,5.5,6.0,5.0,5.5,4.0,5.0,3.5,0.0,6.0
CAPUANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,4.5,0.0,6.0,5.5,5.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
PAJAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
